ut	nuts2
000264035200007	DE40
000222380900004	UKK1
000243746100020	DE91
000240616600026	DEG0
000241390900017	DE92
000268155200012	ITI4
000261859300013	TR62
000231660800045	ITH4
000259943300009	UKI3
000233258800018	ITC4
000246264400006	DE14
000266003700017	UKM8
000269295900017	DED2
000176568200014	DE11
000182646600008	FRG0
000229724000001	FRI1
000247700400037	UKE4
000244592100040	ITC4
000273216900023	ES51
000229170500016	ITF4
000086523200016	FRB0
000271572100019	DE72
000238726900021	DE25
000167789600010	UKI3
000238129600001	UKJ4
000265659300073	DE13
000241099100013	DK01
000343617200017	DEA2
000174039700051	CH01
000227262400004	CH01
000227635400018	EL43
000257278000004	SE12
000247005700021	UKH1
000230909800009	UKE1
000226483600005	AT13
000234198300086	BE24
000265239700015	CH04
000229244600066	NL21
000237474800005	DED2
000246072200035	UKM7
000180988900008	UKE1
000256742000025	DE11
000232660500039	UKC1
000225078600016	UKD3
000246831600105	FRC2
000267725100021	DE12
000236843300030	FRL0
000185567800030	ITI2
000239426800058	DEA1
000250976700069	CH03
000184313900006	ITC4
000252688500015	DEA4
000263847300003	DE11
000263154000035	ITG1
000183288900025	AT13
000185664300087	CH04
000182533700072	PL91
000229173600096	CH01
000224735600021	UKG3
000257265900001	SE12
000234349600024	CZ01
000221323700009	UKE2
000232850200006	CZ01
000234906900014	DEA2
000269898700002	FRJ1
000231548200004	DEA2
000236250700004	DEA5
000240044900022	AT33
000264943700012	DE30
000221016200020	BE10
000242931900222	HU11
000243988200049	DEE0
000168911300030	ITF4
000225420600023	DE91
000245406400062	FRL0
000223047000077	FRJ2
000245734800016	NO0A
000228043503117	DE22
000228837100010	AT13
000226663800055	NL31
000257016800010	UKM5
000259342400027	UKI3
000234656900008	ES11
000252194900009	SE23
000251182000026	CH01
000243503600050	ES12
000248030100040	ITI4
000265861800002	FI1B
000222283600002	FRI1
000265412400027	DEA2
000235668600046	HR05
000085831200030	FRK2
000188803000015	PL91
000258949000015	UKJ1
000249501900021	ITI1
000187457300045	ITG1
000260411000026	FR10
000085886200002	UKC1
000267273300275	EL43
000253181700027	BE23
000225620100070	DE60
000256469800066	NL31
000173128400002	CH03
000177043100083	FRK2
000089442000010	SE22
000257186500019	DE11
000267574300020	FR10
000183314000040	UKD6
000241906100001	PL51
000263222300003	EE00
000257618400012	DEA2
000175760700015	UKD7
000226864600074	FRK2
000250064100035	SE23
000235368400007	DE12
000252082100013	DE25
000266263400039	SE12
000248134500104	UKM7
000254945800008	UKE3
000223180700003	BE10
000188004300026	BE24
000253140000021	DED2
000248583100046	TR41
000224425500033	ITG2
000227262400015	PL71
000238601500001	FR10
000225184300033	ITG1
000179448500004	UKK4
000245512200078	DED2
000262954800014	HR05
000165664000004	UKH1
000230253100035	FRH0
000267197900026	DEA2
000235534800003	ES61
000184394900061	PL21
000279548000011	PL91
000237321600007	EL30
000208140000026	ITC3
000271566400036	UKJ1
000232886400079	UKH1
000237741500003	FRJ1
000262733400005	FRF3
000310791900008	CH01
000166477300005	DE26
000222405500039	ITI2
000247045000043	CZ01
000222864900005	BG41
000243193900023	SE22
000169557700061	DE80
000265471800003	BE32
000253325500021	DE40
000187279200027	DK03
000254232600014	FRF1
000240279200027	FR10
000170142800008	ES11
000208036800001	UKE3
000262609000034	ES70
000232725900027	DE30
000183170000042	DED2
000222860000004	UKN0
000226170300007	DEB1
000323765100028	DEA1
000181990700015	DK02
000256641400003	ES52
000270619600120	FR10
000239017700044	DE23
000257507400026	CZ01
000177284900017	DE12
000272733200040	DE71
000254385900004	BG41
000272817600007	TR51
000238973100036	FR10
000089507200002	AT22
000257467800004	DED5
000261544700010	UKM8
000220634400008	CH04
000172319600013	DED4
000270433900040	ES52
000263318500008	NL31
000176345600018	FRK2
000269639800031	DEA3
000248500800036	CH01
000254423800011	PL51
000259408200003	FRF1
000257940700020	ITH5
000267699700070	FRK2
000239423200023	FRK2
000255486200150	ES51
000241251600240	DE13
000085965500044	CH01
000243632800018	ITH2
000270383300037	ITF5
000268422000006	UKH1
000238694900178	IE05
000229889400005	TR31
000232886400001	CH04
000268938900014	UKN0
000240545600046	DEA2
000088140600002	BE24
000253613100022	CZ01
000220937100029	ES11
000253764300065	DED2
000256072600004	ES51
000262978200036	IE06
000230579600029	NL11
000253335100011	ES30
000239952400011	IE04
000170694400027	SK01
000269684400007	BE24
000224541600025	PL91
000247784500007	ES61
000248401900005	SK01
000255120300001	ITF3
000273141500009	FRI1
000241165800037	ITI4
000174441700043	UKJ3
000246347700037	ITH2
000220377500003	ITH5
000229710600021	DE92
000279102800042	IE05
000179122900050	ITH3
000264882800043	DE50
000086599700048	UKJ1
000254825200020	UKJ1
000250911700020	DE40
000249336000006	UKK4
000253156100025	CH04
000268530900004	ES51
000254047200046	SE11
000226663000024	AT22
000236083200007	ITG2
000271662500015	ITH3
000271856900017	NL41
000257843900015	ES52
000239528100001	AT13
000087814300012	DEA4
000248251100015	DE30
000270670200064	CH01
000234539300010	UKJ2
000243901600013	UKE3
000259576800014	UKM8
000226520300012	DE21
000221628800012	DE21
000265617700006	ITH5
000230553900006	FR10
000247104000021	UKE4
000169954900023	FRK2
000186707700023	ES30
000224522800034	FRK2
000254418600014	DEC0
000183793100018	DE30
000237460100096	DE11
000264895300021	FRH0
000085357600009	FRI1
000230866900002	SE12
000225322500007	DE30
000241251601012	PL81
000230325400053	ITF4
000177556400026	DEA2
000244252600018	UKF1
000177426400074	FR10
000249501900011	ES30
000253618500008	CH03
000237389900023	CH01
000228287900014	SE12
000238742800005	UKH1
000176171100010	UKM8
000251270100005	BE32
000182779200006	FRC2
000248266000001	CH02
000379154200002	FI19
000223291400010	UKM7
000248256600003	CH01
000181423000002	UKM8
000268652800019	UKF1
000231104700047	ITI2
000261330500010	ITH4
000266269200017	PT17
000234337900090	FRF2
000260574500070	CZ01
000174015300007	AT31
000252014300006	PT11
000263082300009	DEA2
000222219000118	PT17
000268233800003	DE50
000235068900002	UKM8
000268617800143	PL61
000271484200002	ITH5
000234968600029	FRJ1
000243221500012	FR10
000222269100009	FRC1
000259119400012	FRF1
000254643900010	FRF1
000173570200003	UKI3
000265687500007	BE33
000167577100005	ES61
000236489900012	DEA2
000185331100050	ITI1
000176717700012	UKM7
000262320900017	ES51
000221410000015	IE05
000228938700013	ITI1
000256735400007	FRH0
000247240300029	FRF1
000261230400001	BE23
000266696200024	DEA3
000269091900023	ITG1
000166024600005	DE11
000281467300116	EL52
000166236500008	DED4
000246313000016	TR51
000247436400007	DEF0
000272205000010	ES30
000269929900036	UKE2
000183170000042	DE71
000233226900010	NL33
000236102800018	BE10
000234059200002	FR10
000246772500072	FRL0
000257284100074	FI1C
000088331200007	PT16
000180637900056	ES30
000182018800016	FRK2
000254542800175	BE21
000265411400036	DEC0
000271254700004	DE50
000265030200058	SE12
000179404200051	FRG0
000245765600017	ES30
000166261400018	NL32
000090087600011	ITC4
000264120300003	ES51
000177606900009	UKH1
000177115900033	LT01
000228757000025	DE12
000207735200163	DED2
000278046100013	FRJ2
000179534100006	PL22
000235866600001	CH04
000255200300009	UKJ1
000223485700028	CH03
000232977500017	AT13
000175757400132	DE30
000175431400034	AT13
000237763300020	FRD1
000179267600014	UKK1
000267699700078	ITI4
000220192000031	SE22
000259139900041	DE14
000266989800006	DE13
000247624300178	EL30
000185089800023	DED5
000271595700016	ES51
000263990500014	EL63
000182432900054	CH04
000265169900010	DE12
000247220700066	DE92
000167476000022	FRH0
000261510100008	DE12
000235658200001	EL30
000249432000002	DE40
000263223200002	ES30
000171669100032	DEB3
000265337900002	CH02
000166930100004	DED2
000178317300052	DE72
000266019300029	CY00
000268138600037	BE33
000235403400008	BE10
000269930400042	FRK2
000238995100002	FR10
000270441700012	NL33
000271373600010	TR63
000266633500384	UKJ1
000224867400013	FI19
000225115700021	CH04
000230680000026	DK04
000256178900010	SE22
000168109500001	DE21
000233458800010	UKF1
000238645700034	UKE1
000224820500018	FRJ1
000179695500008	DE26
000233262400020	DEA5
000173058300005	FRJ1
000171957100013	DE21
000257596300037	DE12
000230090000068	UKK1
000184638600004	BE10
000231398600005	CH02
000266414800008	BE24
000270095600020	DE11
000266679500047	UKC1
000244390800010	DK03
000266895200003	TR32
000274254600013	CH01
000182686700013	DK01
000251617600019	ES51
000234119100053	TR51
000171596600009	ITF3
000221317500024	DE12
000245241400003	DEA1
000245317700149	UKE3
000086343800038	CH01
000260398501034	CH03
000238782900074	LT01
000170063800013	CH03
000240635300026	UKJ3
000258037300071	DE11
000248047600065	SE12
000265322100003	NL41
000168335300001	IE06
000236681700016	UKM8
000250600400019	CH01
000246909900077	FR10
000187181400057	BE24
000250271200079	EE00
000229737300015	DEA2
000245167700010	FR10
000087378300048	CH01
000187359900009	PL21
000266413700007	DE21
000185303600037	DE60
000298992800066	NL23
000250143400044	CH01
000224547300078	SE23
000226333500004	DE14
000268617800117	BG41
000232861200008	DE30
000259716800035	UKG3
000256689400004	CH01
000245635500010	DE30
000235896600021	DED2
000182570000019	ITF4
000263333800004	PT11
000254579500008	CH02
000174053800083	DE30
000183314000005	DE13
000260534600003	ES30
000168289500005	NL32
000087337300022	ES51
000265321700034	NL33
000185420900012	NL21
000238470000006	UKI3
000273412200012	ITG1
000225082300025	FR10
000245317100074	UKH1
000244780600001	DE13
000259922000019	FR10
000267206200002	BE24
000262932400005	UKI3
000166375300018	ITF4
000271352100020	DE30
000228675500034	ITI4
000242536800006	FRJ1
000260759900001	ES30
000272560700012	DEG0
000265170800018	ITH3
000259113900005	DEF0
000260866000061	TR51
000239400800011	AT22
000271496200003	FRE1
000252634501014	LV00
000086026300006	AT22
000236938200001	CZ01
000254448400009	UKI3
000270513900018	DE30
000242520100030	BE32
000222615500021	DE11
000256185700005	PL41
000262120200007	FR10
000257877700026	FRE1
000254402000002	UKM7
000234781700025	DED4
000272506400006	RO42
000253339800005	DE11
000261480600014	EL30
000182776600002	ITH4
000188705000008	UKI3
000327557100024	DE14
000174220200042	UKJ3
000253693100018	SE11
000237954000030	TR10
000266034900007	UKJ2
000222658800090	DE30
000170170200002	FRJ2
000224980300013	RO32
000168080600006	ITI2
000261426500043	LT01
000236062700104	DED2
000261866700021	BE24
000231978900005	UKJ1
000086724100013	DEA2
000249603700635	CH04
000220708100029	DE25
000258431300004	ITF3
000268131400033	FRK2
000247367200005	IS00
000265854000023	DE91
000087496300032	DE71
000273412200013	DE25
000220857800031	DE60
000237507900007	BG41
000258834600005	AT22
000247726100012	ITG2
000258190400029	FR10
000235024000002	DE11
000174015300073	ITI3
000181902100006	DE21
000256104900010	FRL0
000224929500022	FRI1
000189075000062	UKJ3
000247625000035	PL21
000183364400001	FI1D
000236561700006	TR51
000261022200050	DED2
000238782900196	FRK2
000246561200009	ITC4
000256838300015	PT16
000224150900022	DE11
000262299300001	FR10
000168926100003	UKD6
000177124200011	DEB3
000241483200005	AT31
000229166600028	ITG2
000268907500004	DEB3
000262884900019	FRJ1
000245806000064	UKI3
000249233300013	UKF2
000282150100004	UKF2
000265809400001	DED4
000270120000008	NL21
000234192300021	ITG1
000240855100029	RO11
000249767700018	UKH1
000087635700001	ITG1
000221373100006	DK01
000230296100012	BE21
000239250600056	DEA2
000181016200047	DE30
000245005400052	ITF1
000089297600002	EL63
000178792400015	UKJ1
000247395600136	EL30
000511862800008	DE21
000252357400011	AT33
000268553600028	UKI3
000085457900048	CH04
000168285500040	AT13
000167988500011	HU32
000238249000035	DE72
000244789700012	FRK2
000229651100005	ITF4
000264792100048	IE05
000232567700030	UKF1
000261937300033	CH04
000085022500011	DE30
000238335100002	FR10
000251336000020	NL22
000241960400015	FRJ1
000244893300002	FRK2
000227140400056	FRK2
000242187000081	DE11
000238354300004	UKH1
000229244600043	ES24
000259760100041	BE10
000244827100021	ES30
000228287300098	DEE0
000250732000050	ES23
000241492700032	UKI3
000266928100006	FR10
000242045900057	NL33
000220209400001	DE13
000237722000019	HU33
000241291500013	SE12
000255543500038	DE12
000086360800008	FRJ1
000260280600013	ITC4
000251296802070	PL81
000242873400030	FRI3
000224145800013	DE13
000242124700042	CH01
000272821900016	DE60
000224143000035	ES51
000291726200012	UKH1
000223755100018	DE14
000267674300046	DEB3
000167879500009	FR10
000184923500011	ES52
000182708400020	ES61
000086740300029	DK01
000235864200021	NO08
000176536400003	ES30
000089639000009	AT13
000407114800019	FI1B
000180759200015	SE12
000229718400008	UKE1
000085466500024	DE25
000089977100099	FRJ2
000268907500044	ITH4
000232991000035	ES51
000272914200014	AT13
000268174400046	CH04
000085502900045	ITI1
000243789600112	DEA2
000237481500034	UKK1
000241165800033	ITC4
000268137900063	ES51
000089241000042	NL41
000259140400002	PL91
000237921100043	FR10
000248866600113	NL11
000231198500007	IE06
000251608401106	UKJ3
000183680500010	DE25
000267182700027	AT13
000168741500174	FR10
000258009800015	SE11
000185275400013	BE10
000226333500012	CH04
000186273200052	SE12
000257260600092	NO08
000166824700003	ES30
000260709000010	FR10
000178554900011	PL51
000243548800004	DE12
000254174700007	SI04
000242845500003	ITH5
000264009900017	CZ01
000262977900033	BE33
000187890800025	FRL0
000273028800017	BE23
000259299300128	CH01
000180091100088	PL91
000251855200011	ITH5
000228804900041	UKE1
000258385600018	BE21
000248100100012	NL41
000178649700006	DE30
000258179800074	NO08
000259419900004	LT02
000225302800003	SE23
000248167500009	SE11
000172395000027	PL62
000264274000022	ITC4
000220976800020	DE71
000244162300075	DE14
000175609200023	DE11
000241722000038	DE30
000271756700040	ITI4
000182967300017	FRF1
000236234600018	BE24
000262200700009	DE11
000256106800023	UKF1
000239558800022	ITI4
000266292000014	ES52
000275858200006	CH04
000269088000016	ITC1
000264769300085	ITH2
000175902300018	DE71
000089320800006	NL32
000222613800005	PL22
000242963700010	FRI1
000264683200001	UKJ3
000220617400017	DEF0
000265656300023	FRK2
000273216900067	CH01
000245037200041	PL51
000271106100007	CH01
000229424200008	DE13
000249752200006	DE26
000230019800017	TRB1
000228567000017	UKE4
000269040700001	ITH3
000238249000015	ITF4
000222819000015	UKH1
000087046400008	DE21
000253751600003	UKJ2
000248118600063	FRK2
000260865900097	TR51
000174182400041	FRL0
000247726100002	FR10
000234338700039	DE30
000255739200024	ITC4
000250681900054	SE11
000167445200048	UKE3
000271566400039	IE06
000228763800031	HR05
000238963600044	PL51
000232558400041	FR10
000225141800004	FRK2
000272274500020	ES30
000264025600011	PL41
000179963800006	UKM5
000277496800072	CZ01
000251768700023	TR41
000235553300072	DE21
000171104200036	NL33
000090052000006	UKJ3
000176916300023	BG41
000184367600002	FRI1
000240876600034	UKH1
000088311800049	FRF1
000180010500031	AT13
000084825800003	SE12
000268286200009	IE06
000230385100010	ITI4
000176612400046	BE32
000269288500071	DE30
000269937200030	DEA1
000177485500026	DK01
000234528900019	NL33
000255325300006	DE91
000271834800109	UKM8
000354815600020	UKH1
000186557600004	UKJ1
000250554400015	DE71
000183526900020	DK02
000235009500103	UKE3
000239426700077	FRH0
000288967200003	ITI4
000267697900054	DE30
000263639000010	DK05
000258785400030	NL31
000235177100030	FR10
000087075000010	UKD7
000173814000036	NL21
000246313000033	UKN0
000246831600003	NL33
000261544700007	FRK2
000166676200008	SI04
000208462000011	ITG1
000185282300008	DEC0
000254883100008	FR10
000234532800012	DE11
000240858400009	DEF0
000264674300014	UKC2
000272207300063	FR10
000252636900009	ES61
000259523000014	ITF6
000269493700021	FRJ1
000175464100019	DE21
000188036900365	ITH2
000168831200028	FRF1
000233800100026	DE25
000227334600040	DE24
000250803900011	NL31
000173057700002	DEA2
000251782400014	ITH5
000183225200020	FRH0
000258166900008	BE22
000272597500005	FRF1
000257272600016	UKJ2
000273393800021	CH04
000247893600028	CH04
000173610500001	UKE4
000181518100230	ES30
000306276800023	UKM8
000270138800001	PL21
000265944200076	DEA1
000251199900015	ES52
000280345900216	BE24
000185829300113	FRI3
000177529000058	FR10
000260049500040	ES51
000242931900031	BE24
000255993600027	FRD2
000267177900036	UKM7
000225082300011	FRG0
000181624100002	CH01
000247182500208	IE05
000187893200020	UKL2
000173885800046	FRI1
000237814500013	ITH5
000268139500046	DK01
000266299800010	SK01
000230045900010	DEA2
000242925400008	DK02
000224302200053	FR10
000179317300009	NL33
000264770200179	ITC4
000246548300015	DE24
000260222400005	DEG0
000228137600016	PL91
000228938900032	FRK2
000265528600070	BE24
000226701200054	NL33
000248566300018	ES11
000242446300006	BE35
000180007600006	UKJ2
000241723600080	SE12
000233895800014	EL30
000177881300046	DE60
000186263400031	FRK2
000086203100006	DEA3
000244738900011	BE24
000252176200026	EL63
000301970000023	NL33
000266384000016	DEA3
000238502400024	PT17
000267123100023	ES51
000264229900019	DEA1
000176497700002	UKI3
000260963900010	SE23
000264689000027	DE30
000253152700011	FR10
000167139100004	FRK2
000221168300003	UKJ3
000246646900014	BE24
000272560400006	ITC1
000263675700009	DE91
000089807000002	DED4
